"","id","run","prime","target","rt_raw","rt_log"
"432",19,6,"White","tool",542.933333333333,6.28446252589507
"433",20,1,"Black","gun",448.421052631579,6.10101255473022
"434",20,1,"Black","tool",467.736842105263,6.1374106788839
"435",20,1,"White","gun",413.526315789474,6.02086099785555
"436",20,1,"White","tool",453,6.10688013895476
"437",20,2,"Black","gun",434.647058823529,6.06980355474168
"438",20,2,"Black","tool",525.444444444444,6.2125736488767
"439",20,2,"White","gun",421.277777777778,6.03634970592524
"440",20,2,"White","tool",446.05,6.09319299521726
"441",20,3,"Black","gun",429.333333333333,6.05231306977604
"442",20,3,"Black","tool",438.6,6.08024375864388
"443",20,3,"White","gun",451,6.09873075307941
"444",20,3,"White","tool",439.35,6.07713563667309
"445",20,4,"Black","gun",407.833333333333,6.00051718909723
"446",20,4,"Black","tool",411.78947368421,6.01198451948108
"447",20,4,"White","gun",404.882352941176,5.99583988644014
"448",20,4,"White","tool",403.444444444444,5.99423798466492
"449",20,5,"Black","gun",427.9,6.05050481348734
"450",20,5,"Black","tool",433.15,6.06405891547928
"451",20,5,"White","gun",421.625,6.0373531841575
"452",20,5,"White","tool",415.421052631579,6.02385009304286
"453",20,6,"Black","gun",420.444444444444,6.03728566445127
"454",20,6,"Black","tool",411.7,6.01427652608444
"455",20,6,"White","gun",411.1875,6.01401426549109
"456",20,6,"White","tool",423.3,6.0367575437363
"457",21,1,"Black","gun",476.3,6.15713268784508
"458",21,1,"Black","tool",552.6,6.29475396768013
"459",21,1,"White","gun",505.35,6.21298128730275
"460",21,1,"White","tool",539.578947368421,6.2795984490086
"461",21,2,"Black","gun",515.5,6.2030963775714
"462",21,2,"Black","tool",487.736842105263,6.18442545401056
"463",21,2,"White","gun",483.75,6.1702662990701
"464",21,2,"White","tool",488.9,6.17283012334243
"465",21,3,"Black","gun",489.05,6.18708729806384
"466",21,3,"Black","tool",492.4,6.19319344971608
"467",21,3,"White","gun",487.947368421053,6.17899886502353
"468",21,3,"White","tool",513.55,6.22408600571372
"469",21,4,"Black","gun",482.842105263158,6.16819465781903
"470",21,4,"Black","tool",499.25,6.20502721865709
"471",21,4,"White","gun",492.3,6.1936979179743
"472",21,4,"White","tool",502.65,6.20933286576738
"473",21,5,"Black","gun",527.684210526316,6.24115567162642
"474",21,5,"Black","tool",515.75,6.22668945810592
"475",21,5,"White","gun",492.944444444444,6.18329295297089
"476",21,5,"White","tool",491.944444444444,6.18778280199579
"477",21,6,"Black","gun",487.05,6.16984179257438
"478",21,6,"Black","tool",507.833333333333,6.21902944138837
"479",21,6,"White","gun",502.2,6.20657473349475
"480",21,6,"White","tool",489.368421052632,6.17390259380139
"481",22,1,"Black","gun",546.95,6.29135229923616
"482",22,1,"Black","tool",703.21052631579,6.54134007235093
"483",22,1,"White","gun",719.1,6.54465452893771
"484",22,1,"White","tool",705.842105263158,6.54339094974209
"485",22,2,"Black","gun",579.222222222222,6.32944264810063
"486",22,2,"Black","tool",698.736842105263,6.52805673992151
"487",22,2,"White","gun",637.315789473684,6.41456262612934
"488",22,2,"White","tool",676.222222222222,6.49234236923201
"489",22,3,"Black","gun",631.588235294118,6.40727702895304
"490",22,3,"Black","tool",697.294117647059,6.53789998378363
"491",22,3,"White","gun",666.470588235294,6.47988122757189
"492",22,3,"White","tool",732.75,6.56588739798709
"493",22,4,"Black","gun",610.444444444444,6.38104851983114
"494",22,4,"Black","tool",680.222222222222,6.5057408846515
"495",22,4,"White","gun",621.666666666667,6.40078967335523
"496",22,4,"White","tool",653.3125,6.45318337586349
"497",22,5,"Black","gun",574.823529411765,6.30663768606976
"498",22,5,"Black","tool",726.352941176471,6.55515910157898
"499",22,5,"White","gun",663.941176470588,6.42156248573415
"500",22,5,"White","tool",579,6.34614170906275
"501",22,6,"Black","gun",511.923076923077,6.228333166034
"502",22,6,"Black","tool",812.0625,6.65607758059962
"503",22,6,"White","gun",696.375,6.50714579655453
"504",22,6,"White","tool",563.3125,6.33078684268387
"505",23,1,"Black","gun",394.7,5.9707816202858
"506",23,1,"Black","tool",488.666666666667,6.18267452999333
"507",23,1,"White","gun",413.473684210526,6.01808644551269
"508",23,1,"White","tool",458.157894736842,6.12299478350766
"509",23,2,"Black","gun",422.45,6.03310924074689
"510",23,2,"Black","tool",503.352941176471,6.21676811734761
"511",23,2,"White","gun",452.105263157895,6.105086629804
"512",23,2,"White","tool",462.052631578947,6.13158424343246
"513",23,3,"Black","gun",412.45,6.01356109701692
"514",23,3,"Black","tool",530.882352941176,6.25106910711971
"515",23,3,"White","gun",456.105263157895,6.1155135638707
"516",23,3,"White","tool",488.894736842105,6.1886000767458
"517",23,4,"Black","gun",408.75,6.00649708446664
